# plate-fiber-mjd z_abs rEW_MgII rEWerr_MgII wlim_Chicago Wobs_MgII grade_chicago, type_chicago, z_qso_dr7 rEW_MgII_chicago rEWerr_MgII_chicago
       632-413-52071 0.637610 0.823761 0.187468 0.320000 4579.412604  C    M 1.196100 0.823761 0.187468
      1195-186-52724 1.482450 2.405285 0.159520 0.230000 6941.923180  A  MCF 1.509200 2.405285 0.159520
      1195-379-52724 1.761090 0.543264 0.132194 0.110000 7721.112076  C    M 2.083700 0.543264 0.132194
      1195-425-52724 2.237070 1.872990 0.408394 0.420000 9052.142548  A    F 3.637900 1.872990 0.408394
       1195-11-52724 1.815710 0.487621 0.105835 0.350000 7873.851444  D    M 1.802100 0.487621 0.105835
      1195-613-52724 1.805600 2.010622 0.142928 0.180000 7845.579840  E    M 2.050700 2.010622 0.142928
      1195-613-52724 1.812770 1.498878 0.167806 0.180000 7865.630028  C    M 2.050700 1.498878 0.167806
      1195-613-52724 1.838150 1.009108 0.145517 0.180000 7936.602660  D    M 2.050700 1.009108 0.145517
      1195-129-52724 1.267780 0.385399 0.063498 0.240000 6341.619992  D    M 2.141800 0.385399 0.063498
      1195-129-52724 2.001570 1.202038 0.255866 0.240000 8393.590348  D    M 2.141800 1.202038 0.255866
      1195-273-52724 0.862580 0.454746 0.088050 0.280000 5208.518712  D    M 1.938400 0.454746 0.088050
       1195-25-52724 1.485620 0.205180 0.043048 0.090000 6950.787768  D    M 2.203800 0.205180 0.043048
      1195-547-52724 1.739630 2.358348 0.181776 0.210000 7661.101332  A  MCF 1.745200 2.358348 0.181776
       1195-35-52724 0.791920 0.467097 0.103241 0.170000 5010.925088  D    M 1.926600 0.467097 0.103241
      1195-629-52724 1.783350 1.280831 0.244310 0.130000 7783.359940  B    M 1.980600 1.280831 0.244310
      1195-629-52724 1.800210 2.051632 0.155703 0.130000 7830.507244  B    M 1.980600 2.051632 0.155703
      1195-561-52724 2.033360 0.731532 0.088681 0.170000 8482.487904  C    M 2.533800 0.731532 0.088681
       619-542-52056 0.392670 0.302297 0.052417 0.170000 3894.462388  D    M 0.435200 0.302297 0.052417
       619-542-52056 0.432130 0.514618 0.097058 0.170000 4004.808332  D    M 0.435200 0.514618 0.097058
       619-305-52056 1.833900 0.817601 0.199725 0.170000 7924.717960  A    M 2.405600 0.817601 0.199725
       619-317-52056 0.371200 0.484247 0.102830 0.240000 3834.423680  D    M 1.175300 0.484247 0.102830
       619-202-52056 0.963640 0.818378 0.110000 0.170000 5491.122896  B    M 2.021400 0.818378 0.110000
       619-455-52056 1.006910 4.520880 0.993567 0.760000 5612.123124  E    M 3.043400 4.520880 0.993567
       619-295-52056 0.446250 2.297666 0.383751 2.320000 4044.293500  D    M 1.631700 2.297666 0.383751
       619-444-52056 0.446430 0.996246 0.226765 0.270000 4044.796852  E    M 1.642100 0.996246 0.226765
       619-290-52056 0.609070 1.247926 0.237404 0.300000 4499.603348  D    M 1.786000 1.247926 0.237404
       619-290-52056 0.720230 0.656889 0.137191 0.300000 4810.451172  D    M 1.786000 0.656889 0.137191
       619-192-52056 1.177760 0.790721 0.104695 0.240000 6089.888064  C    M 1.410000 0.790721 0.104695
       619-304-52056 0.579590 11.916383 2.831114 0.310000 4417.165476  E    M 1.904900 11.916383 2.831114
       619-304-52056 0.583470 8.504108 1.958357 0.310000 4428.015508  C    M 1.904900 8.504108 1.958357
       619-244-52056 0.475160 1.325958 0.317254 0.280000 4125.137424  C    M 0.927000 1.325958 0.317254
       619-336-52056 0.472370 2.019873 0.505308 0.600000 4117.335468  C    M 1.292300 2.019873 0.505308
       619-336-52056 1.162260 0.452767 0.085096 0.380000 6046.543864  D    M 1.292300 0.452767 0.085096
       619-256-52056 0.655530 0.546653 0.131680 0.180000 4629.524092  C    M 0.757200 0.546653 0.131680
       619-144-52056 1.687960 0.870177 0.141743 0.230000 7516.611344  B    M 1.705600 0.870177 0.141743
      1349-348-52797 0.389870 1.580723 0.310101 0.260000 3886.632468  D    M 0.748900 1.580723 0.310101
      1349-348-52797 0.391720 1.166901 0.248613 0.260000 3891.805808  D    M 0.748900 1.166901 0.248613
      1349-348-52797 0.732960 1.645162 0.192157 0.260000 4846.049344  D    M 0.748900 1.645162 0.192157
      1349-315-52797 1.600520 1.101703 0.244951 0.300000 7272.094128  D    M 3.374200 1.101703 0.244951
       1349-22-52797 0.706360 0.747791 0.143580 0.230000 4771.665104  D    M 2.043000 0.747791 0.143580
      1349-556-52797 1.991690 1.059602 0.201893 0.180000 8365.961916  C    M 2.294800 1.059602 0.201893
      1349-556-52797 1.997920 1.189491 0.247839 0.180000 8383.383488  E    M 2.294800 1.189491 0.247839
      1349-577-52797 0.547650 0.160889 0.034245 0.120000 4327.848460  D    M 1.485300 0.160889 0.034245
      1349-128-52797 1.755010 1.093281 0.167332 0.250000 7704.109964  B    M 1.999100 1.093281 0.167332
      1349-385-52797 0.380190 0.728885 0.174614 0.300000 3859.563316  E    M 1.496700 0.728885 0.174614
      1349-161-52797 1.857180 1.159885 0.249897 0.360000 7989.818152 D*    M 4.298200 1.159885 0.249897
       1349-12-52797 1.266910 0.461421 0.103665 0.220000 6339.187124  C    M 1.292900 0.461421 0.103665
      1349-164-52797 1.203790 5.000476 0.201471 0.190000 6162.678356 C*    M 3.058100 5.000476 0.201471
      1349-164-52797 1.205390 4.806860 0.189536 0.190000 6167.152596  A    M 3.058100 4.806860 0.189536
      1349-164-52797 1.207970 4.734666 0.197466 0.190000 6174.367308  B    M 3.058100 4.734666 0.197466
      1349-164-52797 1.208230 4.755845 0.194273 0.190000 6175.094372  B    M 3.058100 4.755845 0.194273
      1349-164-52797 1.406970 0.480272 0.083923 0.150000 6730.850908 C*    M 3.058100 0.480272 0.083923
      1349-257-52797 1.089600 0.727412 0.102412 0.150000 5843.357440  C    M 1.095800 0.727412 0.102412
       1349-80-52797 0.801740 2.546427 0.093243 0.160000 5038.385736  C    M 2.263600 2.546427 0.093243
      1349-213-52797 0.938210 0.533482 0.106800 0.160000 5420.010444  D    M 1.617600 0.533482 0.106800
      1349-574-52797 0.519290 0.358062 0.089515 0.210000 4248.542556  D    M 0.681300 0.358062 0.089515
       626-532-52057 1.798670 1.459622 0.250476 0.230000 7826.200788  A    M 2.333800 1.459622 0.250476
        626-24-52057 1.308420 0.449658 0.096170 0.220000 6455.265688  C    M 1.348400 0.449658 0.096170
       626-292-52057 1.557560 0.827351 0.167347 0.230000 7151.960784  A    M 1.905800 0.827351 0.167347
       626-292-52057 1.794590 1.824597 0.388250 0.230000 7814.791476  C    M 1.905800 1.824597 0.388250
       626-163-52057 1.642390 0.835229 0.077960 0.140000 7389.179396  A   MC 1.665800 0.835229 0.077960
       626-471-52057 1.532930 2.483685 0.166605 0.360000 7083.085452  C    M 1.544400 2.483685 0.166605
       626-593-52057 1.296020 0.588845 0.141549 0.250000 6420.590328  D    M 1.654400 0.588845 0.141549
        626-71-52057 0.687790 1.525664 0.304540 0.340000 4719.735956  B    M 2.288200 1.525664 0.304540
        626-71-52057 0.827820 0.706853 0.123645 0.320000 5111.315848  C    M 2.288200 0.706853 0.123645
       626-446-52057 1.273670 0.746810 0.171089 0.230000 6358.090788  C    M 1.400600 0.746810 0.171089
       626-503-52057 0.395390 0.625632 0.140463 0.230000 3902.068596  C    M 0.400500 0.625632 0.140463
       626-378-52057 1.814020 1.183716 0.229209 0.260000 7869.125528  D    M 2.312900 1.183716 0.229209
       626-237-52057 0.654380 2.924358 0.383830 0.150000 4626.308232  C    M 2.016700 2.924358 0.383830
       626-624-52057 1.590760 0.566629 0.107304 0.180000 7244.801264  D    M 1.787600 0.566629 0.107304
       626-335-52057 0.548190 1.470750 0.364942 0.450000 4329.358516  D    M 1.897900 1.470750 0.364942
       626-122-52057 0.628950 0.864974 0.192148 0.280000 4555.195780  C    M 1.550500 0.864974 0.192148
       974-493-52427 0.413120 0.869707 0.123132 0.210000 3951.648768  C    M 1.544200 0.869707 0.123132
       974-620-52427 0.417540 0.627143 0.138973 0.210000 3964.008856  C    M 1.122400 0.627143 0.138973
       974-620-52427 1.005320 0.800371 0.167554 0.180000 5607.676848  D    M 1.122400 0.800371 0.167554
       974-561-52427 1.865910 0.348231 0.081649 0.150000 8014.230724  D    M 2.023300 0.348231 0.081649
       974-561-52427 2.037880 2.901036 0.150763 0.270000 8495.127632  A    M 2.023300 2.901036 0.150763
       974-481-52427 0.899820 0.566369 0.126854 0.210000 5312.656648  C    M 1.134100 0.566369 0.126854
       974-335-52427 0.717880 0.514588 0.119333 0.190000 4803.879632  C    M 0.727800 0.514588 0.119333
       974-326-52427 0.417070 1.349969 0.275921 0.480000 3962.694548  D    M 1.849200 1.349969 0.275921
       974-380-52427 2.017870 0.570601 0.121278 0.090000 8439.171668  C    M 2.129600 0.570601 0.121278
        974-93-52427 1.507390 1.112312 0.204994 0.190000 7011.665396  D    M 3.139700 1.112312 0.204994
       974-635-52427 0.562860 0.742869 0.126691 0.390000 4370.381704  D    M 1.734300 0.742869 0.126691
       974-635-52427 1.004880 1.594609 0.333187 0.300000 5606.446432  D    M 1.734300 1.594609 0.333187
       974-635-52427 1.679070 1.255286 0.150799 0.300000 7491.751348  D    M 1.734300 1.255286 0.150799
       974-635-52427 1.679730 1.202733 0.130610 0.300000 7493.596972  D    M 1.734300 1.202733 0.130610
         904-3-52381 1.162500 2.312601 0.090636 0.290000 6047.215000  A   MF 1.167400 2.312601 0.090636
       904-323-52381 0.567670 1.044863 0.202849 0.270000 4383.832388  D    M 1.123700 1.044863 0.202849
       904-456-52381 0.480250 1.830772 0.148624 0.140000 4139.371100  C    M 1.804800 1.830772 0.148624
       904-456-52381 1.669340 0.615508 0.057318 0.110000 7464.542376  B   MC 1.804800 0.615508 0.057318
        904-70-52381 0.790820 0.816944 0.131225 0.230000 5007.849048  C    M 0.894200 0.816944 0.131225
       904-621-52381 0.482720 1.376524 0.230657 0.230000 4146.278208  C    M 1.319100 1.376524 0.230657
       904-587-52381 0.606870 1.441311 0.202257 0.360000 4493.451268  C    M 1.922000 1.441311 0.202257
       904-516-52381 1.715940 0.759958 0.091681 0.140000 7594.854616  A    M 1.938100 0.759958 0.091681
       904-416-52381 1.128310 0.655450 0.140017 0.190000 5951.606084  D    M 3.772400 0.655450 0.140017
       904-416-52381 1.806270 0.782890 0.186012 0.300000 7847.453428  C    M 3.772400 0.782890 0.186012
       904-416-52381 1.845820 1.333535 0.296927 0.300000 7958.051048  A   MF 3.772400 1.333535 0.296927
       904-359-52381 0.589200 1.030078 0.130883 0.330000 4444.038880  C    M 0.589700 1.030078 0.130883
       904-619-52381 1.233870 0.833979 0.126238 0.310000 6246.794068  C    M 1.867100 0.833979 0.126238
       904-619-52381 1.505490 0.421474 0.068649 0.310000 7006.352236  C    M 1.867100 0.421474 0.068649
       904-437-52381 0.403870 1.050667 0.197312 0.430000 3925.782068  D    M 1.808800 1.050667 0.197312
       904-614-52381 0.963610 0.357505 0.087594 0.160000 5491.039004  D    M 1.173100 0.357505 0.087594
       904-426-52381 1.003080 0.702918 0.152765 0.220000 5601.412912  D    M 2.207400 0.702918 0.152765
       641-584-52199 0.425820 0.805151 0.193573 0.240000 3987.163048  D    M 2.128500 0.805151 0.193573
       641-584-52199 1.993070 0.851300 0.115266 0.160000 8369.820948  C    M 2.128500 0.851300 0.115266
       641-299-52199 1.789190 0.651802 0.124409 0.160000 7799.690916 C*    M 1.982400 0.651802 0.124409
       641-299-52199 1.805860 1.189653 0.169645 0.160000 7846.306904  B    M 1.982400 1.189653 0.169645
       641-299-52199 1.818590 1.902370 0.343079 0.160000 7881.905076  B    M 1.982400 1.902370 0.343079
       641-299-52199 2.000570 0.593887 0.086317 0.320000 8390.793948  B    M 1.982400 0.593887 0.086317
        641-28-52199 0.382960 0.911812 0.145340 0.190000 3867.309344  C    M 1.589900 0.911812 0.145340
       641-285-52199 0.700690 0.541545 0.128771 0.130000 4755.809516  C    M 1.460800 0.541545 0.128771
       641-510-52199 0.496370 0.515247 0.128311 0.210000 4184.449068  D    M 1.649000 0.515247 0.128311
       641-533-52199 1.442660 3.026209 0.177675 0.190000 6830.654424  A   MF 1.591500 3.026209 0.177675
       641-390-52199 0.656750 4.665761 0.217896 0.220000 4632.935700  E    M 2.043300 4.665761 0.217896
       641-390-52199 1.839420 1.367885 0.198280 0.150000 7940.154088  C    M 2.043300 1.367885 0.198280
        641-76-52199 1.272930 1.059865 0.082273 0.180000 6356.021452  C    M 1.398100 1.059865 0.082273
      1232-625-52731 0.596300 0.294431 0.069536 0.130000 4463.893320  D    M 0.667100 0.294431 0.069536
      1232-360-52731 1.611350 1.352174 0.225937 0.270000 7302.379140  C    M 2.298600 1.352174 0.225937
      1232-197-52731 1.013030 4.775388 0.838040 0.390000 5629.237092  C    M 2.654000 4.775388 0.838040
      1232-197-52731 1.016420 3.551343 0.792990 0.390000 5638.716888  E    M 2.654000 3.551343 0.792990
      1232-305-52731 0.449150 0.543767 0.120070 0.200000 4052.403060  D    M 0.722800 0.543767 0.120070
      1232-555-52731 0.672670 0.258868 0.053806 0.070000 4677.454388 C*    M 1.384400 0.258868 0.053806
       888-432-52339 1.001980 1.088922 0.254248 0.330000 5598.336872  C    M 1.504800 1.088922 0.254248
       888-362-52339 1.316750 0.684580 0.139419 0.190000 6478.559700  C    M 2.160600 0.684580 0.139419
       888-362-52339 1.624140 1.148948 0.195493 0.190000 7338.145096  C    M 2.160600 1.148948 0.195493
       888-301-52339 1.279240 1.071849 0.164090 0.230000 6373.666736  D    M 2.941100 1.071849 0.164090
       888-301-52339 1.856540 1.160495 0.262205 0.440000 7988.028456  C    M 2.941100 1.160495 0.262205
       888-301-52339 1.992770 2.442887 0.296047 0.440000 8368.982028  C    M 2.941100 2.442887 0.296047
       888-301-52339 1.993680 2.348948 0.317669 0.440000 8371.526752  C    M 2.941100 2.348948 0.317669
       888-301-52339 1.999660 2.612296 0.368708 0.440000 8388.249224  E    M 2.941100 2.612296 0.368708
        888-42-52339 0.470190 1.008033 0.204055 0.410000 4111.239316  C    M 0.470700 1.008033 0.204055
       888-291-52339 1.279460 0.886613 0.141262 0.210000 6374.281944  C    M 1.718200 0.886613 0.141262
       888-497-52339 1.278950 1.383093 0.284780 0.440000 6372.855780  D    M 1.959400 1.383093 0.284780
       888-497-52339 1.854790 1.290813 0.312808 0.440000 7983.134756  D    M 1.959400 1.290813 0.312808
       888-164-52339 0.855440 0.358406 0.070064 0.190000 5188.552416  D    M 2.450700 0.358406 0.070064
       888-164-52339 0.897510 0.774172 0.089064 0.190000 5306.196964  C    M 2.450700 0.774172 0.089064
        888-46-52339 1.818100 2.219226 0.522338 0.470000 7880.534840  C    M 4.522400 2.219226 0.522338
       338-250-51694 1.993620 1.482486 0.175707 0.330000 8371.358968  C    M 2.976000 1.482486 0.175707
       338-572-51694 1.693580 2.205986 0.136621 0.160000 7532.327112  A   MF 1.719200 2.205986 0.136621
       338-402-51694 0.509710 0.790218 0.113267 0.130000 4221.753044  D    M 1.198600 0.790218 0.113267
       338-128-51694 1.233630 0.511723 0.115059 0.220000 6246.122932  A   MF 2.384800 0.511723 0.115059
       338-165-51694 0.865000 0.599464 0.141555 0.310000 5215.286000  D    M 0.881500 0.599464 0.141555
       338-254-51694 0.400660 5.197550 1.144460 0.700000 3916.805624  D    M 1.749600 5.197550 1.144460
       338-254-51694 0.553450 1.888699 0.413917 0.420000 4344.067580  C    M 1.749600 1.888699 0.413917
       338-254-51694 1.633530 1.283069 0.228591 0.320000 7364.403292  C    M 1.749600 1.283069 0.228591
      1460-358-53138 0.893090 0.339656 0.054937 0.200000 5293.836876 C*    M 1.841800 0.339656 0.054937
      1460-479-53138 1.624120 0.773212 0.097938 0.140000 7338.089168  C    M 1.851400 0.773212 0.097938
      1460-209-53138 1.569540 2.307806 0.164232 0.190000 7185.461656  A   MF 1.906500 2.307806 0.164232
      1460-209-53138 1.798840 1.440597 0.210087 0.190000 7826.676176  C    M 1.906500 1.440597 0.210087
       1460-56-53138 0.586510 0.392686 0.069335 0.210000 4436.516564  D    M 1.233300 0.392686 0.069335
      1460-471-53138 1.220160 0.091885 0.017116 0.070000 6208.455424  C    M 1.245100 0.091885 0.017116
      1460-457-53138 1.481440 4.079486 0.153137 0.190000 6939.098816  A    M 1.492800 4.079486 0.153137
       1460-76-53138 1.562130 0.363370 0.055813 0.110000 7164.740332  B   MC 1.577700 0.363370 0.055813
      1460-277-53138 2.026670 1.023237 0.235242 0.290000 8463.779988  C    M 2.464200 1.023237 0.235242
      1460-323-53138 0.898870 0.818908 0.201172 0.230000 5310.000068  C    M 1.602700 0.818908 0.201172
      1460-323-53138 1.237580 1.035494 0.212730 0.230000 6257.168712  B    M 1.602700 1.035494 0.212730
       1460-55-53138 0.398800 0.764226 0.188733 0.290000 3911.604320  D    M 1.253800 0.764226 0.188733
      1381-558-53089 1.850240 1.418477 0.315061 0.190000 7970.411136  A   MF 3.228000 1.418477 0.315061
      1381-336-53089 1.426590 0.297537 0.062639 0.170000 6785.716276  D    M 1.431900 0.297537 0.062639
      1381-261-53089 1.641890 1.022374 0.224082 0.320000 7387.781196  D    M 3.382700 1.022374 0.224082
      1381-345-53089 1.600310 1.011418 0.226896 0.150000 7271.506884  B    M 2.360300 1.011418 0.226896
      1381-398-53089 1.599750 1.614771 0.402731 0.260000 7269.940900  C    M 1.954800 1.614771 0.402731
      1381-378-53089 0.742970 3.025870 0.074585 0.100000 4874.041308  E    M 2.213900 3.025870 0.074585
      1381-378-53089 0.750520 0.720357 0.046272 0.100000 4895.154128  C    M 2.213900 0.720357 0.046272
      1381-378-53089 0.754730 0.751683 0.075225 0.100000 4906.926972  E    M 2.213900 0.751683 0.075225
      1381-378-53089 1.777710 0.378729 0.029521 0.100000 7767.588244  D    M 2.213900 0.378729 0.029521
      1381-378-53089 1.791420 0.366122 0.068782 0.100000 7805.926888  B    M 2.213900 0.366122 0.068782
       1381-42-53089 2.018540 4.055934 0.570474 0.180000 8441.045256  C    M 2.098600 4.055934 0.570474
       1381-42-53089 2.026420 1.901587 0.369083 0.180000 8463.080888 C*    M 2.098600 1.901587 0.369083
      1381-328-53089 1.052000 1.785088 0.369883 0.360000 5738.212800  D    M 1.745500 1.785088 0.369883
      1381-255-53089 0.514420 0.550706 0.131403 0.150000 4234.924088  D    M 1.912400 0.550706 0.131403
      1381-243-53089 0.376620 0.505586 0.118406 0.210000 3849.580168  D    M 2.032500 0.505586 0.118406
      1381-485-53089 1.677000 0.838999 0.204333 0.220000 7485.962800  C    M 1.815900 0.838999 0.204333
        838-79-52378 0.496200 1.252506 0.245956 0.370000 4183.973680  D    M 2.048600 1.252506 0.245956
        838-79-52378 0.733390 1.298611 0.179417 0.200000 4847.251796  C    M 2.048600 1.298611 0.179417
        838-79-52378 1.696680 0.700120 0.123856 0.180000 7540.995952  E    M 2.048600 0.700120 0.123856
        838-35-52378 1.343040 2.167697 0.113528 0.340000 6552.077056  A   MF 1.343600 2.167697 0.113528
       838-591-52378 1.164790 0.356617 0.048504 0.070000 6053.618756  C    M 2.567000 0.356617 0.048504
       838-412-52378 0.853640 0.673809 0.140265 0.230000 5183.518896  C    M 3.033300 0.673809 0.140265
       838-412-52378 0.858030 0.689978 0.164691 0.230000 5195.795092  C    M 3.033300 0.689978 0.164691
       838-412-52378 1.463700 0.646183 0.156675 0.170000 6889.490680  C    M 3.033300 0.646183 0.156675
       838-255-52378 0.815220 0.612047 0.131114 0.190000 5076.081208  C    M 1.108800 0.612047 0.131114
       838-335-52378 0.580500 0.331541 0.065169 0.190000 4419.710200  D    M 2.224100 0.331541 0.065169
       838-228-52378 0.453410 0.921970 0.226364 0.220000 4064.315724  D    M 1.817000 0.921970 0.226364
       838-422-52378 0.609200 1.027218 0.164678 0.210000 4499.966880  A    M 2.407600 1.027218 0.164678
        624-81-52377 0.549610 0.791167 0.168429 0.200000 4333.329404  D    M 1.620600 0.791167 0.168429
        624-81-52377 1.613500 0.726994 0.080352 0.150000 7308.391400  A   MC 1.620600 0.726994 0.080352
       624-417-52377 0.852850 1.346574 0.242869 0.240000 5181.309740  D    M 1.781600 1.346574 0.242869
       624-267-52377 1.131760 0.778699 0.166529 0.160000 5961.253664  C    M 2.312200 0.778699 0.166529
       624-534-52377 1.595200 0.653900 0.144498 0.200000 7257.217280  E    M 2.446700 0.653900 0.144498
       624-534-52377 1.603140 0.915433 0.147514 0.200000 7279.420696  D    M 2.446700 0.915433 0.147514
       624-534-52377 1.676410 0.940065 0.147212 0.200000 7484.312924  C    M 2.446700 0.940065 0.147212
       624-534-52377 1.823260 1.577255 0.197644 0.200000 7894.964264  C    M 2.446700 1.577255 0.197644
        624-72-52377 0.813010 0.095973 0.022063 0.070000 5069.901164  C    M 1.984600 0.095973 0.022063
       624-518-52377 1.395000 0.641754 0.149896 0.220000 6697.378000  B    M 1.976400 0.641754 0.149896
       624-627-52377 1.958180 1.371789 0.233928 0.170000 8272.254552  A   MC 2.230800 1.371789 0.233928
       624-627-52377 2.033800 1.862351 0.176676 0.170000 8483.718320 C*    M 2.230800 1.862351 0.176676
       624-595-52377 0.938940 0.345034 0.057764 0.180000 5422.051816  D    M 1.603600 0.345034 0.057764
       624-377-52377 0.963280 1.105293 0.138034 0.160000 5490.116192  C    M 0.986100 1.105293 0.138034
       624-600-52377 1.317870 0.453002 0.041849 0.100000 6481.691668  C    M 1.319600 0.453002 0.041849
       624-628-52377 0.688400 0.552594 0.116086 0.170000 4721.441760  B    M 1.524700 0.552594 0.116086
       624-336-52377 0.923930 0.057175 0.012474 0.040000 5380.077852  D    M 1.862600 0.057175 0.012474
      1679-637-53149 0.676920 0.172340 0.035780 0.080000 4689.339088  B    M 2.269800 0.172340 0.035780
      1679-275-53149 0.648290 0.837231 0.140145 0.190000 4609.278156  D    M 1.230600 0.837231 0.140145
      1679-343-53149 1.741990 0.619988 0.151350 0.180000 7667.700836  C    M 2.099500 0.619988 0.151350
      1679-585-53149 0.871400 0.888640 0.187026 0.280000 5233.182960  C    M 2.035400 0.888640 0.187026
       1679-53-53149 0.927650 0.723679 0.130729 0.230000 5390.480460  C    M 2.947600 0.723679 0.130729
       1679-53-53149 1.299890 0.398715 0.099570 0.190000 6431.412396  C    M 2.947600 0.398715 0.099570
       1679-53-53149 1.875870 2.428135 0.440910 0.390000 8042.082868 C*    M 2.947600 2.428135 0.440910
      1679-142-53149 0.968190 0.334317 0.077228 0.150000 5503.846516  C    M 1.993400 0.334317 0.077228
      1679-142-53149 1.755870 1.578812 0.261623 0.170000 7706.514868  C    M 1.993400 1.578812 0.261623
      1679-142-53149 1.761860 1.673872 0.217607 0.170000 7723.265304  E    M 1.993400 1.673872 0.217607
      1679-239-53149 0.480750 0.344420 0.066183 0.210000 4140.769300  D    M 1.149200 0.344420 0.066183
      1679-594-53149 1.978520 1.018962 0.062447 0.070000 8329.133328  A  MCF 1.990200 1.018962 0.062447
      1679-508-53149 0.924400 2.150281 0.259821 0.280000 5381.392160  C    M 1.388600 2.150281 0.259821
      1679-494-53149 0.414390 1.295965 0.161200 0.190000 3955.200196  D    M 1.816700 1.295965 0.161200
      1679-528-53149 1.817160 1.567536 0.191682 0.200000 7877.906224  C    M 1.952100 1.567536 0.191682
      1679-138-53149 1.817700 0.894701 0.159705 0.360000 7879.416280  A    M 3.076900 0.894701 0.159705
      1679-322-53149 0.407570 0.897291 0.157719 0.150000 3936.128748  D    M 1.921800 0.897291 0.157719
      1679-322-53149 1.424750 0.160841 0.025570 0.100000 6780.570900  D    M 1.921800 0.160841 0.025570
       376-247-52143 0.423880 0.933365 0.223333 0.230000 3981.738032 E*    M 2.172100 0.933365 0.223333
       376-425-52143 0.382250 4.815337 1.194429 0.470000 3865.323900  D    M 1.508200 4.815337 1.194429
       376-425-52143 1.512800 0.435371 0.072031 0.250000 7026.793920  B    M 1.508200 0.435371 0.072031
       376-282-52143 0.560610 3.267312 0.544659 0.370000 4364.089804  C    M 1.836100 3.267312 0.544659
       376-282-52143 1.150170 0.229749 0.050694 0.130000 6012.735388 C*    M 1.836100 0.229749 0.050694
        990-61-52465 1.529970 0.369174 0.083400 0.140000 7074.808108  B    M 1.683600 0.369174 0.083400
        990-16-52465 1.559070 0.595920 0.106679 0.200000 7156.183348  C    M 2.035400 0.595920 0.106679
       990-259-52465 0.424160 0.737277 0.166414 0.330000 3982.521024  C    M 1.426200 0.737277 0.166414
       990-259-52465 1.427210 1.376066 0.099703 0.220000 6787.450044  B    M 1.426200 1.376066 0.099703
       990-485-52465 0.683990 0.225061 0.054038 0.240000 4709.109636  D    M 2.035500 0.225061 0.054038
       990-435-52465 1.037550 0.898628 0.202204 0.250000 5697.804820  D    M 2.309800 0.898628 0.202204
       990-435-52465 1.406570 0.895465 0.149175 0.280000 6729.732348 E*    M 2.309800 0.895465 0.149175
       990-188-52465 2.036770 0.739272 0.170576 0.170000 8492.023628  C    M 2.236100 0.739272 0.170576
       1371-47-52821 0.958220 1.043294 0.193032 0.260000 5475.966408  C    M 3.085100 1.043294 0.193032
       1371-47-52821 2.020030 2.539048 0.261256 0.660000 8445.211892  C    M 3.085100 2.539048 0.261256
       1371-47-52821 2.022460 2.130053 0.276596 0.660000 8452.007144  C    M 3.085100 2.130053 0.276596
       1371-47-52821 2.029470 1.983515 0.293451 0.660000 8471.609908  D    M 3.085100 1.983515 0.293451
      1371-131-52821 1.124950 1.155792 0.260712 0.200000 5942.210180  D    M 1.344100 1.155792 0.260712
      1371-188-52821 0.430620 0.632593 0.148886 0.270000 4000.585768  D    M 0.556900 0.632593 0.148886
      1371-635-52821 1.787670 2.598227 0.329666 0.170000 7795.440388  B    M 1.988300 2.598227 0.329666
       1371-92-52821 0.963260 0.838911 0.198140 0.390000 5490.060264  D    M 2.851400 0.838911 0.198140
      1371-207-52821 1.604650 1.852840 0.094446 0.120000 7283.643260  A  MCF 1.612300 1.852840 0.094446
        1371-3-52821 0.788630 0.736877 0.158781 0.250000 5001.724932  C    M 1.276000 0.736877 0.158781
      1371-149-52821 1.125470 0.142086 0.033404 0.150000 5943.664308  C    M 1.141500 0.142086 0.033404
        1371-5-52821 1.634040 0.478353 0.097189 0.160000 7365.829456  C    M 2.009100 0.478353 0.097189
      1371-555-52821 0.490720 0.448776 0.086535 0.290000 4168.649408  D    M 1.815700 0.448776 0.086535
      1371-555-52821 1.825050 0.873259 0.202474 0.450000 7899.969820  D    M 1.815700 0.873259 0.202474
      1371-350-52821 1.039650 0.614321 0.143162 0.240000 5703.677260  B    M 1.303900 0.614321 0.143162
      1371-339-52821 0.648050 0.470253 0.112254 0.240000 4608.607020  D    M 1.466300 0.470253 0.112254
      1371-144-52821 0.795730 0.532374 0.133094 0.270000 5021.579372  D    M 1.397500 0.532374 0.133094
       757-627-52238 1.149700 0.596827 0.142811 0.200000 6011.421080 C*    M 1.675600 0.596827 0.142811
       757-627-52238 1.530480 0.449322 0.108280 0.200000 7076.234272  D    M 1.675600 0.449322 0.108280
        757-26-52238 0.984680 1.089848 0.210613 0.200000 5549.959152  C    M 2.225200 1.089848 0.210613
        757-26-52238 1.017840 0.574377 0.142231 0.200000 5642.687776  C    M 2.225200 0.574377 0.142231
        757-26-52238 1.022990 0.687102 0.152250 0.200000 5657.089236 E*    M 2.225200 0.687102 0.152250
        757-26-52238 2.016100 2.313252 0.443619 0.190000 8434.222040  C    M 2.225200 2.313252 0.443619
       757-135-52238 2.027370 0.721088 0.083241 0.080000 8465.737468  A   MC 2.026100 0.721088 0.083241
        757-89-52238 1.465930 0.487443 0.098543 0.230000 6895.726652  C    M 1.802500 0.487443 0.098543
        757-89-52238 1.646930 0.891221 0.200232 0.230000 7401.875052  C    M 1.802500 0.891221 0.200232
