# plate-fiber-mjd z_abs rEW_MgII rEWerr_MgII wlim_Chicago Wobs_MgII grade_chicago, type_chicago, z_qso_dr7 rEW_MgII_chicago rEWerr_MgII_chicago
       407-587-51820 1.056460 0.314618 0.076345 0.120000 5750.684744  B    M 2.014900 0.314618 0.076345
       407-158-51820 0.487910 1.188916 0.242622 0.310000 4160.791524  C    M 2.028300 1.188916 0.242622
       407-158-51820 0.648400 4.392744 0.189881 0.220000 4609.585760  C    M 2.028300 4.392744 0.189881
       407-158-51820 1.265570 0.412258 0.101961 0.160000 6335.439948  C    M 2.028300 0.412258 0.101961
       407-158-51820 1.460410 0.722644 0.161762 0.160000 6880.290524 C*    M 2.028300 0.722644 0.161762
       407-158-51820 1.481080 0.340174 0.078192 0.160000 6938.092112  D    M 2.028300 0.340174 0.078192
       407-480-51820 0.386030 1.388137 0.234483 0.250000 3875.894292  C    M 1.520700 1.388137 0.234483
       407-483-51820 0.810320 1.354457 0.180079 0.160000 5062.378848  C    M 2.373900 1.354457 0.180079
       407-483-51820 0.832380 1.280848 0.153352 0.160000 5124.067432  B    M 2.373900 1.280848 0.153352
       407-220-51820 2.001410 2.534475 0.344505 0.500000 8393.142924  C    M 3.173100 2.534475 0.344505
       407-304-51820 0.485800 0.657558 0.142011 0.190000 4154.891120  C    M 2.353200 0.657558 0.142011
       407-304-51820 1.026370 0.592685 0.143113 0.160000 5666.541068  C    M 2.353200 0.592685 0.143113
       407-163-51820 0.484790 2.015773 0.230336 0.300000 4152.066756  C    M 1.724600 2.015773 0.230336
       407-518-51820 0.428870 0.887415 0.139971 0.270000 3995.692068  C    M 0.431400 0.887415 0.139971
       407-316-51820 0.676880 0.731120 0.179500 0.280000 4689.227232  D    M 0.940900 0.731120 0.179500
       407-105-51820 0.627350 0.559806 0.078655 0.130000 4550.721540  D    M 2.501200 0.559806 0.078655
       407-105-51820 1.839800 0.869427 0.097190 0.180000 7941.216720  D    M 2.501200 0.869427 0.097190
       812-236-52352 0.433850 2.802246 0.398229 0.300000 4009.618140  E    M 1.730900 2.802246 0.398229
        812-98-52352 0.420080 0.616867 0.134499 0.320000 3971.111712  E    M 1.568800 0.616867 0.134499
       812-331-52352 1.082170 1.771229 0.207956 0.140000 5822.580188  C    M 2.303300 1.771229 0.207956
       812-331-52352 2.259680 1.459346 0.280089 0.160000 9115.369152  A   CF 2.303300 1.459346 0.280089
       812-308-52352 0.435670 0.582307 0.110750 0.320000 4014.707588  D    M 1.748600 0.582307 0.110750
       812-616-52352 1.181730 0.313054 0.073795 0.130000 6100.989772  C    M 2.193500 0.313054 0.073795
       812-616-52352 1.999820 0.720710 0.171010 0.130000 8388.696648  D    M 2.193500 0.720710 0.171010
       812-414-52352 1.308160 0.986933 0.154669 0.220000 6454.538624  C    M 1.551300 0.986933 0.154669
        812-62-52352 0.958870 0.772384 0.038287 0.080000 5477.784068  C    M 3.419000 0.772384 0.038287
        812-62-52352 1.276660 0.482725 0.048316 0.080000 6366.452024  A    M 3.419000 0.482725 0.048316
        812-62-52352 1.322250 0.614921 0.053396 0.080000 6493.939900  B    M 3.419000 0.614921 0.053396
        812-62-52352 1.373750 0.428015 0.037493 0.080000 6637.954500  E    M 3.419000 0.428015 0.037493
       812-573-52352 0.500350 1.167728 0.094645 0.140000 4195.578740  C    M 1.833900 1.167728 0.094645
       812-493-52352 1.982860 2.335678 0.316475 0.180000 8341.269704  B    M 2.510500 2.335678 0.316475
       812-258-52352 0.943120 0.433838 0.069476 0.100000 5433.740768  B    M 0.950600 0.433838 0.069476
       812-564-52352 1.215250 0.352105 0.069067 0.330000 6194.725100  D    M 1.524700 0.352105 0.069067
       812-315-52352 0.887660 0.394139 0.089529 0.220000 5278.652424 C*    M 1.713300 0.394139 0.089529
       812-315-52352 1.610670 1.062179 0.199183 0.220000 7300.477588  D    M 1.713300 1.062179 0.199183
      1392-506-52822 1.396510 0.301271 0.047152 0.130000 6701.600564  C    M 1.625700 0.301271 0.047152
      1392-611-52822 1.050320 0.645753 0.102423 0.230000 5733.514848  C    M 1.529300 0.645753 0.102423
      1392-611-52822 1.513020 0.538794 0.080381 0.230000 7027.409128  C    M 1.529300 0.538794 0.080381
       1392-10-52822 0.890620 3.937333 0.247538 0.260000 5286.929768  C    M 2.477700 3.937333 0.247538
      1424-624-52912 1.097950 0.316976 0.068162 0.120000 5866.707380  C    M 1.096400 0.316976 0.068162
      1424-307-52912 1.273420 0.741174 0.109087 0.230000 6357.391688  C    M 3.215600 0.741174 0.109087
      1424-307-52912 1.280670 0.887897 0.112686 0.230000 6377.665588  B    M 3.215600 0.887897 0.112686
      1424-307-52912 1.310080 1.543669 0.099131 0.230000 6459.907712  B    M 3.215600 1.543669 0.099131
      1424-301-52912 1.271910 0.411108 0.078788 0.130000 6353.169124  D    M 2.062500 0.411108 0.078788
      1424-301-52912 1.705010 0.646578 0.117560 0.130000 7564.289964  D    M 2.062500 0.646578 0.117560
      1424-301-52912 1.735060 0.623021 0.131259 0.130000 7648.321784  D    M 2.062500 0.623021 0.131259
      1735-556-53035 0.450970 0.349421 0.075811 0.110000 4057.492508  D    M 1.614500 0.349421 0.075811
      1735-325-53035 0.427370 0.557669 0.113495 0.200000 3991.497468  D    M 1.008300 0.557669 0.113495
      1735-351-53035 1.697070 0.460871 0.044493 0.070000 7542.086548  B   MC 1.712700 0.460871 0.044493
      1735-351-53035 1.704430 0.419682 0.039195 0.070000 7562.668052 C*    M 1.712700 0.419682 0.039195
        1735-5-53035 1.072730 2.457628 0.611271 0.460000 5796.182172  C    M 3.102900 2.457628 0.611271
        1735-5-53035 1.229300 1.526040 0.222043 0.460000 6234.014520  A    M 3.102900 1.526040 0.222043
      1735-626-53035 1.855510 1.223599 0.266853 0.160000 7985.148164  D    M 2.137000 1.223599 0.266853
      1735-288-53035 1.364090 1.130245 0.203884 0.250000 6610.941276  D    M 1.768900 1.130245 0.203884
      1735-523-53035 1.827480 0.719015 0.165872 0.210000 7906.765072  C    M 2.283200 0.719015 0.165872
      1735-420-53035 1.236640 0.439499 0.092997 0.200000 6254.540096  D    M 3.008100 0.439499 0.092997
       1735-29-53035 1.524710 0.278052 0.045946 0.160000 7060.099044  D    M 2.233400 0.278052 0.045946
      1735-299-53035 0.526160 0.987446 0.224092 0.240000 4267.753824  D    M 1.500100 0.987446 0.224092
      1735-563-53035 0.396590 1.709879 0.284980 0.420000 3905.424276  C    M 1.545900 1.709879 0.284980
      1178-187-52825 1.799800 0.831845 0.165012 0.130000 7829.360720  A   MF 1.810500 0.831845 0.165012
       1178-95-52825 0.415350 0.815346 0.151199 0.160000 3957.884740  D    M 2.182200 0.815346 0.151199
       1178-44-52825 1.457690 0.483788 0.058185 0.070000 6872.684316  C    M 4.583500 0.483788 0.058185
      1178-500-52825 0.466380 0.497825 0.087972 0.620000 4100.585032  D    M 1.155600 0.497825 0.087972
       1178-82-52825 1.453650 0.120229 0.029752 0.140000 6861.386860  D    M 1.535500 0.120229 0.029752
       1178-98-52825 0.618280 0.451714 0.085894 0.310000 4525.358192  D    M 0.943900 0.451714 0.085894
        380-52-51792 0.976800 0.909045 0.192230 0.220000 5527.923520  C    M 1.066800 0.909045 0.192230
       380-280-51792 0.906530 0.587455 0.143717 0.180000 5331.420492  C    M 1.715900 0.587455 0.143717
       380-165-51792 0.413400 0.321919 0.073581 0.120000 3952.431760  E    M 2.195500 0.321919 0.073581
       380-611-51792 1.296460 0.671033 0.164166 0.220000 6421.820744  D    M 1.505800 0.671033 0.164166
       380-611-51792 1.478480 1.172089 0.196088 0.220000 6930.821472  D    M 1.505800 1.172089 0.196088
       380-166-51792 0.497480 0.817373 0.155595 0.230000 4187.553072  C    M 1.688900 0.817373 0.155595
       380-523-51792 1.293240 1.340898 0.222393 0.250000 6412.816336  C    M 2.009900 1.340898 0.222393
        380-67-51792 0.661640 1.594208 0.341831 0.490000 4646.610096  C    M 2.062700 1.594208 0.341831
        380-67-51792 2.012640 2.444036 0.436162 0.360000 8424.546496  B    M 2.062700 2.444036 0.436162
       380-470-51792 2.035760 1.580823 0.216420 0.170000 8489.199264 C*    M 2.175000 1.580823 0.216420
       380-370-51792 1.160940 0.269790 0.062473 0.120000 6042.852616  D    M 1.629200 0.269790 0.062473
       380-180-51792 0.644610 1.002061 0.104584 0.320000 4598.987404  E    M 1.975200 1.002061 0.104584
        380-33-51792 0.535260 1.509191 0.360851 0.260000 4293.201064  D    M 1.374300 1.509191 0.360851
        380-33-51792 0.542360 1.156021 0.248969 0.260000 4313.055504  D    M 1.374300 1.156021 0.248969
       380-128-51792 0.411640 1.541469 0.331529 0.590000 3947.510096  C    M 1.965000 1.541469 0.331529
       380-128-51792 1.046230 0.637758 0.154919 0.250000 5722.077572  B    M 1.965000 0.637758 0.154919
       380-128-51792 1.344220 0.585696 0.123709 0.250000 6555.376808  C    M 1.965000 0.585696 0.123709
       738-618-52521 0.539140 0.498330 0.122146 0.280000 4304.051096  D    M 1.547400 0.498330 0.122146
       738-618-52521 1.422750 0.309978 0.054896 0.240000 6774.978100  D    M 1.547400 0.309978 0.054896
       738-262-52521 1.505390 0.522873 0.129321 0.250000 7006.072596  D    M 1.865100 0.522873 0.129321
       738-596-52521 1.627270 1.645815 0.192215 0.160000 7346.897828  C    M 3.218500 1.645815 0.192215
       738-596-52521 1.635070 0.781004 0.142691 0.160000 7368.709748  D    M 3.218500 0.781004 0.142691
       738-596-52521 1.995590 2.482983 0.221659 0.350000 8376.867876  C    M 3.218500 2.482983 0.221659
       738-596-52521 2.008640 1.507990 0.177821 0.350000 8413.360896  E    M 3.218500 1.507990 0.177821
       738-596-52521 2.012220 2.105424 0.213796 0.350000 8423.372008  C    M 3.218500 2.105424 0.213796
       738-596-52521 2.017870 1.703851 0.235265 0.350000 8439.171668  D    M 3.218500 1.703851 0.235265
       738-596-52521 2.166360 2.780480 0.384037 0.350000 8854.409104  A    F 3.218500 2.780480 0.384037
       738-632-52521 0.409190 0.736593 0.163214 0.270000 3940.658916  C    M 1.272500 0.736593 0.163214
       738-632-52521 0.441160 0.988093 0.215798 0.270000 4030.059824  D    M 1.272500 0.988093 0.215798
       738-632-52521 0.597200 0.872151 0.184698 0.180000 4466.410080  D    M 1.272500 0.872151 0.184698
       738-343-52521 1.477660 0.415715 0.077896 0.110000 6928.528424  A   MC 1.782400 0.415715 0.077896
       834-593-52316 0.991430 0.788880 0.090387 0.110000 5568.834852  C    M 1.377200 0.788880 0.090387
       834-593-52316 1.348120 0.106894 0.026404 0.110000 6566.282768  B    M 1.377200 0.106894 0.026404
        834-48-52316 1.620470 0.602564 0.137380 0.220000 7327.882308  C    M 1.946700 0.602564 0.137380
       834-599-52316 1.511590 0.642223 0.157271 0.340000 7023.410276  C    M 1.737200 0.642223 0.157271
       834-582-52316 0.646670 0.625505 0.126316 0.190000 4604.747988  C    M 1.031600 0.625505 0.126316
       834-569-52316 0.827100 0.754748 0.110558 0.270000 5109.302440  C    M 2.322300 0.754748 0.110558
       834-329-52316 1.808900 0.891452 0.158069 0.240000 7854.807960  B    M 2.079100 0.891452 0.158069
       834-145-52316 1.331130 0.406241 0.071639 0.250000 6518.771932  C    M 3.008100 0.406241 0.071639
       834-173-52316 0.446530 1.313488 0.316620 0.400000 4045.076492  D    M 1.484200 1.313488 0.316620
       834-173-52316 1.282280 1.027919 0.228280 0.350000 6382.167792  D    M 1.484200 1.027919 0.228280
       834-528-52316 0.438560 0.794545 0.127906 0.200000 4022.789184  D    M 1.913900 0.794545 0.127906
       834-302-52316 0.678860 1.366403 0.339516 0.630000 4694.764104  C    M 0.748800 1.366403 0.339516
        834-95-52316 1.273320 0.825665 0.131526 0.210000 6357.112048  C    M 2.222800 0.825665 0.131526
        834-95-52316 1.276450 0.985306 0.160337 0.210000 6365.864780  B    M 2.222800 0.985306 0.160337
       834-275-52316 0.416400 2.908783 0.651652 0.440000 3960.820960  C    M 1.240800 2.908783 0.651652
       834-159-52316 0.414310 0.842107 0.130099 0.350000 3954.976484  D    M 1.639100 0.842107 0.130099
        834-82-52316 1.792350 1.251276 0.201622 0.180000 7808.527540  D    M 1.902200 1.251276 0.201622
       834-259-52316 0.762740 1.132328 0.263227 0.290000 4929.326136  D    M 1.356900 1.132328 0.263227
       834-259-52316 1.354900 3.369994 0.138435 0.290000 6585.242360  A   MF 1.356900 3.369994 0.138435
       923-525-52404 1.920380 0.625261 0.086290 0.130000 8166.550632  A    M 1.921600 0.625261 0.086290
       923-333-52404 0.413730 0.546073 0.103980 0.160000 3953.354572  C    M 1.863100 0.546073 0.103980
       923-333-52404 1.848280 0.657941 0.102167 0.080000 7964.930192  A   MC 1.863100 0.657941 0.102167
       923-333-52404 1.868950 0.863034 0.069363 0.150000 8022.731780  A   MC 1.863100 0.863034 0.069363
       923-149-52404 1.281800 0.697257 0.092033 0.190000 6380.825520  D    M 1.324500 0.697257 0.092033
       923-533-52404 1.816150 1.111091 0.264190 0.260000 7875.081860  A    M 2.012500 1.111091 0.264190
       923-340-52404 1.477750 0.616689 0.119867 0.150000 6928.780100  A   MF 1.769500 0.616689 0.119867
       923-340-52404 1.588190 1.099997 0.178889 0.150000 7237.614516 C*    M 1.769500 1.099997 0.178889
       923-340-52404 1.593690 0.692064 0.138027 0.150000 7252.994716  C    M 1.769500 0.692064 0.138027
       923-608-52404 0.528220 0.400466 0.091610 0.130000 4273.514408 C*    M 1.727300 0.400466 0.091610
       923-299-52404 0.969440 0.376249 0.063470 0.270000 5507.342016  D    M 1.106500 0.376249 0.063470
       923-381-52404 1.304220 0.997735 0.166651 0.260000 6443.520808  D    M 2.008400 0.997735 0.166651
       923-381-52404 1.818820 1.857870 0.243719 0.260000 7882.548248  C    M 2.008400 1.857870 0.243719
       923-395-52404 0.397910 1.328412 0.329778 0.350000 3909.115524  D    M 1.174600 1.328412 0.329778
       923-328-52404 1.817240 0.957675 0.173219 0.130000 7878.129936  B    M 2.186300 0.957675 0.173219
       923-371-52404 1.325440 4.716097 0.165990 0.190000 6502.860416  E    M 3.255600 4.716097 0.165990
       923-371-52404 2.001190 1.461754 0.336866 0.380000 8392.527716  C    M 3.255600 1.461754 0.336866
       923-555-52404 0.427010 4.034310 0.397334 0.290000 3990.490764  C    M 1.654900 4.034310 0.397334
       923-426-52404 1.262610 0.975422 0.201979 0.260000 6327.162604  C    M 1.467300 0.975422 0.201979
       923-426-52404 1.267260 0.867126 0.169808 0.260000 6340.165864  E    M 1.467300 0.867126 0.169808
       923-426-52404 1.457220 1.517569 0.111915 0.260000 6871.370008  A   MF 1.467300 1.517569 0.111915
       923-593-52404 1.588700 0.420674 0.101209 0.160000 7239.040680  B   MF 1.688100 0.420674 0.101209
       923-319-52404 0.650810 0.550033 0.122970 0.300000 4616.325084  D    M 1.995900 0.550033 0.122970
       923-319-52404 1.007340 0.422948 0.067253 0.240000 5613.325576  D    M 1.995900 0.422948 0.067253
       923-319-52404 1.130670 0.818053 0.196652 0.230000 5958.205588  D    M 1.995900 0.818053 0.196652
       923-319-52404 1.335420 0.453452 0.107475 0.230000 6530.768488 C*    M 1.995900 0.453452 0.107475
       923-319-52404 1.349180 1.503078 0.327348 0.230000 6569.246952  B    M 1.995900 1.503078 0.327348
       923-319-52404 1.363940 0.422177 0.099833 0.230000 6610.521816 C*    M 1.995900 0.422177 0.099833
        412-55-52258 1.861480 0.780365 0.164251 0.210000 8001.842672  C    M 2.471600 0.780365 0.164251
        412-55-52258 1.864980 0.836306 0.124608 0.210000 8011.630072  C    M 2.471600 0.836306 0.124608
        412-72-52258 0.386270 1.775267 0.404683 0.400000 3876.565428  D    M 1.564600 1.775267 0.404683
       412-148-52258 0.716900 0.403052 0.096103 0.150000 4801.139160  D    M 1.574600 0.403052 0.096103
         941-2-52709 1.435820 0.774277 0.081697 0.170000 6811.527048  C    M 1.445200 0.774277 0.081697
       941-325-52709 1.194500 0.233766 0.050581 0.160000 6136.699800  D    M 1.792200 0.233766 0.050581
       941-207-52709 1.852970 4.033691 0.233090 0.210000 7978.045308  A  MCF 1.860500 4.033691 0.233090
       941-265-52709 1.299490 0.602307 0.138292 0.180000 6430.293836  E    M 3.708600 0.602307 0.138292
       941-265-52709 1.511520 0.217000 0.045391 0.150000 7023.214528  C    M 3.708600 0.217000 0.045391
       941-309-52709 1.764880 0.891540 0.190967 0.140000 7731.710432  A    M 2.033300 0.891540 0.190967
        941-96-52709 0.436380 1.296314 0.194238 0.330000 4016.693032  C    M 0.442400 1.296314 0.194238
       941-394-52709 1.188570 0.964557 0.136619 0.160000 6120.117148  C    M 2.498000 0.964557 0.136619
       941-406-52709 1.559210 2.531250 0.094951 0.220000 7156.574844  A  MCF 1.558300 2.531250 0.094951
       941-501-52709 0.613850 0.464727 0.071878 0.110000 4512.970140  B    M 1.894200 0.464727 0.071878
       941-615-52709 1.418750 0.714419 0.116176 0.150000 6763.792500  D    M 1.848900 0.714419 0.116176
       941-111-52709 0.983850 0.412330 0.099302 0.260000 5547.638140  D    M 1.140900 0.412330 0.099302
        941-64-52709 1.942420 0.829589 0.120309 0.560000 8228.183288  C    M 3.307400 0.829589 0.120309
       885-576-52379 0.567760 0.977190 0.220697 0.190000 4384.084064  C    M 2.022400 0.977190 0.220697
       885-281-52379 1.482100 0.305789 0.074534 0.150000 6940.944440  B   MF 1.876300 0.305789 0.074534
       885-213-52379 0.417530 0.787990 0.107229 0.130000 3963.980892  E    M 2.194700 0.787990 0.107229
       885-213-52379 0.771990 1.036688 0.069978 0.120000 4955.192836  C    M 2.194700 1.036688 0.069978
       885-486-52379 1.689880 1.406011 0.307449 0.320000 7521.980432 C*    M 1.886900 1.406011 0.307449
       885-486-52379 1.779770 1.565597 0.231674 0.320000 7773.348828  D    M 1.886900 1.565597 0.231674
       885-490-52379 0.537450 0.382451 0.093011 0.200000 4299.325180  D    M 1.880200 0.382451 0.093011
        885-87-52379 0.635530 0.309380 0.053194 0.180000 4573.596092 C*    M 1.911800 0.309380 0.053194
       885-225-52379 0.389820 3.366623 0.399332 0.370000 3886.492648  C    M 2.143500 3.366623 0.399332
       885-225-52379 0.739260 5.703575 0.156388 0.210000 4863.666664  A   MF 2.143500 5.703575 0.156388
       885-306-52379 1.293000 0.531618 0.102922 0.220000 6412.145200  C    M 1.500600 0.531618 0.102922
       885-116-52379 0.672350 0.962119 0.136335 0.170000 4676.559540  D    M 2.559300 0.962119 0.136335
       885-116-52379 0.757600 0.423873 0.105257 0.170000 4914.952640  D    M 2.559300 0.423873 0.105257
       885-116-52379 1.845510 1.102087 0.226321 0.220000 7957.184164  C    M 2.559300 1.102087 0.226321
       483-367-51924 0.515870 0.600975 0.136555 0.310000 4238.978868  D    M 0.908500 0.600975 0.136555
        483-97-51924 1.721640 1.315016 0.235887 0.330000 7610.794096  A   MC 1.718100 1.315016 0.235887
        483-80-51924 0.390160 2.247223 0.465414 0.690000 3887.443424  D    M 1.615400 2.247223 0.465414
       483-405-51924 0.816870 1.262611 0.116684 0.320000 5080.695268  B    M 0.822900 1.262611 0.116684
       483-251-51924 1.551010 0.362209 0.075656 0.250000 7133.644364  C    M 2.915900 0.362209 0.075656
       483-591-51924 1.451060 0.649107 0.159115 0.310000 6854.144184  D    M 2.133100 0.649107 0.159115
       483-591-51924 1.453580 0.723433 0.150392 0.310000 6861.191112  D    M 2.133100 0.723433 0.150392
        483-85-51924 0.736960 1.078896 0.227985 0.320000 4857.234944  C    M 1.846200 1.078896 0.227985
       483-629-51924 1.446600 2.052236 0.094417 0.150000 6841.672240  A   MF 1.467400 2.052236 0.094417
